studentId,password,name,gender,enrollmentYear,className,major,college
20210109,123456,张伟,女,2021,计算机科学与技术2104班,计算机科学与技术,信息工程学院
20210110,123456,黄杰4,男,2021,计算机科学与技术2104班,计算机科学与技术,信息工程学院
20210111,123456,马雪,男,2021,计算机科学与技术2104班,计算机科学与技术,信息工程学院
20210112,123456,胡磊,女,2021,计算机科学与技术2104班,计算机科学与技术,信息工程学院
20210113,123456,何鹏5,女,2021,计算机科学与技术2104班,计算机科学与技术,信息工程学院
20210114,123456,陈超9,女,2021,计算机科学与技术2104班,计算机科学与技术,信息工程学院
20210115,123456,孙雪,男,2021,计算机科学与技术2104班,计算机科学与技术,信息工程学院
20210116,123456,王芳8,女,2021,计算机科学与技术2104班,计算机科学与技术,信息工程学院
20210117,123456,高鹏,女,2021,计算机科学与技术2104班,计算机科学与技术,信息工程学院
20210118,123456,郑鹏8,男,2021,计算机科学与技术2104班,计算机科学与技术,信息工程学院
20210119,123456,林军6,男,2021,计算机科学与技术2104班,计算机科学与技术,信息工程学院
20210120,123456,周磊,男,2021,计算机科学与技术2104班,计算机科学与技术,信息工程学院
20210121,123456,何琳,男,2022,计算机科学与技术2201班,计算机科学与技术,信息工程学院
20210122,123456,刘梅4,女,2022,计算机科学与技术2201班,计算机科学与技术,信息工程学院
20210123,123456,胡亮2,男,2022,计算机科学与技术2201班,计算机科学与技术,信息工程学院
20210124,123456,林敏,女,2022,计算机科学与技术2201班,计算机科学与技术,信息工程学院
20210125,123456,吴勇6,男,2022,计算机科学与技术2201班,计算机科学与技术,信息工程学院
20210126,123456,孙敏3,女,2022,计算机科学与技术2201班,计算机科学与技术,信息工程学院
20210127,123456,吴勇9,男,2022,计算机科学与技术2201班,计算机科学与技术,信息工程学院
20210128,123456,郑丽3,女,2022,计算机科学与技术2201班,计算机科学与技术,信息工程学院
20210129,123456,赵丽2,男,2022,计算机科学与技术2201班,计算机科学与技术,信息工程学院
20210130,123456,陈勇,男,2022,计算机科学与技术2201班,计算机科学与技术,信息工程学院
20210131,123456,高鹏8,男,2022,计算机科学与技术2201班,计算机科学与技术,信息工程学院
20210132,123456,马燕,女,2022,计算机科学与技术2201班,计算机科学与技术,信息工程学院
20210133,123456,赵燕,男,2022,计算机科学与技术2201班,计算机科学与技术,信息工程学院
20210134,123456,王梅9,男,2022,计算机科学与技术2201班,计算机科学与技术,信息工程学院
20210135,123456,马亮,女,2022,计算机科学与技术2201班,计算机科学与技术,信息工程学院
20210136,123456,黄琳,女,2022,计算机科学与技术2201班,计算机科学与技术,信息工程学院
20210137,123456,陈超,女,2022,计算机科学与技术2201班,计算机科学与技术,信息工程学院
20210138,123456,何军,男,2022,计算机科学与技术2201班,计算机科学与技术,信息工程学院
20210139,123456,吴梅7,女,2022,计算机科学与技术2201班,计算机科学与技术,信息工程学院
20210140,123456,刘娜,女,2022,计算机科学与技术2201班,计算机科学与技术,信息工程学院
20210141,123456,刘敏5,男,2022,计算机科学与技术2201班,计算机科学与技术,信息工程学院
20210142,123456,高强3,女,2022,计算机科学与技术2201班,计算机科学与技术,信息工程学院
20210143,123456,马涛,男,2022,计算机科学与技术2201班,计算机科学与技术,信息工程学院
20210144,123456,罗敏6,女,2022,计算机科学与技术2201班,计算机科学与技术,信息工程学院
20210145,123456,高伟9,女,2022,计算机科学与技术2201班,计算机科学与技术,信息工程学院
20210146,123456,胡丽,女,2022,计算机科学与技术2201班,计算机科学与技术,信息工程学院
20210147,123456,高雪7,男,2022,计算机科学与技术2201班,计算机科学与技术,信息工程学院
20210148,123456,杨静,男,2022,计算机科学与技术2201班,计算机科学与技术,信息工程学院
20210149,123456,何静8,男,2022,计算机科学与技术2201班,计算机科学与技术,信息工程学院
20210150,123456,朱亮,男,2022,计算机科学与技术2201班,计算机科学与技术,信息工程学院
20210151,123456,吴丽,男,2022,计算机科学与技术2202班,计算机科学与技术,信息工程学院
20210152,123456,徐鹏7,男,2022,计算机科学与技术2202班,计算机科学与技术,信息工程学院
20210153,123456,何勇4,男,2022,计算机科学与技术2202班,计算机科学与技术,信息工程学院
20210154,123456,孙鹏,男,2022,计算机科学与技术2202班,计算机科学与技术,信息工程学院
20210155,123456,郑磊3,男,2022,计算机科学与技术2202班,计算机科学与技术,信息工程学院
20210156,123456,林超,女,2022,计算机科学与技术2202班,计算机科学与技术,信息工程学院
20210157,123456,李军,男,2022,计算机科学与技术2202班,计算机科学与技术,信息工程学院
20210158,123456,张芳1,女,2022,计算机科学与技术2202班,计算机科学与技术,信息工程学院
20210159,123456,罗梅,男,2022,计算机科学与技术2202班,计算机科学与技术,信息工程学院
20210160,123456,高敏,男,2022,计算机科学与技术2202班,计算机科学与技术,信息工程学院
20210161,123456,郑雪6,女,2022,计算机科学与技术2202班,计算机科学与技术,信息工程学院
20210162,123456,陈伟2,男,2022,计算机科学与技术2202班,计算机科学与技术,信息工程学院
20210163,123456,马丽4,女,2022,计算机科学与技术2202班,计算机科学与技术,信息工程学院
20210164,123456,黄梅,女,2022,计算机科学与技术2202班,计算机科学与技术,信息工程学院
20210165,123456,赵亮,女,2022,计算机科学与技术2202班,计算机科学与技术,信息工程学院
20210166,123456,吴超,女,2022,计算机科学与技术2202班,计算机科学与技术,信息工程学院
20210167,123456,李伟8,男,2022,计算机科学与技术2202班,计算机科学与技术,信息工程学院
20210168,123456,林敏,男,2022,计算机科学与技术2202班,计算机科学与技术,信息工程学院
20210169,123456,周静8,女,2022,计算机科学与技术2202班,计算机科学与技术,信息工程学院
20210170,123456,何超7,女,2022,计算机科学与技术2202班,计算机科学与技术,信息工程学院
20210171,123456,吴伟,女,2022,计算机科学与技术2202班,计算机科学与技术,信息工程学院
20210172,123456,黄鹏2,男,2022,计算机科学与技术2202班,计算机科学与技术,信息工程学院
20210173,123456,吴梅3,女,2022,计算机科学与技术2202班,计算机科学与技术,信息工程学院
20210174,123456,王磊,女,2022,计算机科学与技术2202班,计算机科学与技术,信息工程学院
20210175,123456,马婷1,男,2022,计算机科学与技术2202班,计算机科学与技术,信息工程学院
20210176,123456,胡强2,男,2022,计算机科学与技术2202班,计算机科学与技术,信息工程学院
20210177,123456,胡琳5,女,2022,计算机科学与技术2202班,计算机科学与技术,信息工程学院
20210178,123456,吴亮,女,2022,计算机科学与技术2202班,计算机科学与技术,信息工程学院
20210179,123456,王磊8,女,2022,计算机科学与技术2202班,计算机科学与技术,信息工程学院
20210180,123456,郑磊0,男,2022,计算机科学与技术2202班,计算机科学与技术,信息工程学院
20210181,123456,王静3,男,2022,计算机科学与技术2203班,计算机科学与技术,信息工程学院
20210182,123456,黄涛,男,2022,计算机科学与技术2203班,计算机科学与技术,信息工程学院
20210183,123456,张磊,男,2022,计算机科学与技术2203班,计算机科学与技术,信息工程学院
20210184,123456,高梅7,男,2022,计算机科学与技术2203班,计算机科学与技术,信息工程学院
20210185,123456,徐磊,女,2022,计算机科学与技术2203班,计算机科学与技术,信息工程学院
20210186,123456,王娜,女,2022,计算机科学与技术2203班,计算机科学与技术,信息工程学院
20210187,123456,罗勇2,男,2022,计算机科学与技术2203班,计算机科学与技术,信息工程学院
20210188,123456,朱琳3,男,2022,计算机科学与技术2203班,计算机科学与技术,信息工程学院
20210189,123456,李静,女,2022,计算机科学与技术2203班,计算机科学与技术,信息工程学院
20210190,123456,王琳,男,2022,计算机科学与技术2203班,计算机科学与技术,信息工程学院
20210191,123456,李超,女,2022,计算机科学与技术2203班,计算机科学与技术,信息工程学院
20210192,123456,胡涛6,男,2022,计算机科学与技术2203班,计算机科学与技术,信息工程学院
20210193,123456,高丽1,男,2022,计算机科学与技术2203班,计算机科学与技术,信息工程学院
20210194,123456,陈伟,男,2022,计算机科学与技术2203班,计算机科学与技术,信息工程学院
20210195,123456,高芳,男,2022,计算机科学与技术2203班,计算机科学与技术,信息工程学院
20210196,123456,张芳,女,2022,计算机科学与技术2203班,计算机科学与技术,信息工程学院
20210197,123456,赵伟,女,2022,计算机科学与技术2203班,计算机科学与技术,信息工程学院
20210198,123456,周丽,女,2022,计算机科学与技术2203班,计算机科学与技术,信息工程学院
20210199,123456,李伟,女,2022,计算机科学与技术2203班,计算机科学与技术,信息工程学院
20210200,123456,张鹏2,男,2022,计算机科学与技术2203班,计算机科学与技术,信息工程学院
20210201,123456,高亮,女,2022,计算机科学与技术2203班,计算机科学与技术,信息工程学院
20210202,123456,徐强,男,2022,计算机科学与技术2203班,计算机科学与技术,信息工程学院
20210203,123456,胡婷7,女,2022,计算机科学与技术2203班,计算机科学与技术,信息工程学院
20210204,123456,杨杰,男,2022,计算机科学与技术2203班,计算机科学与技术,信息工程学院
20210205,123456,赵雪1,男,2022,计算机科学与技术2203班,计算机科学与技术,信息工程学院
20210206,123456,周琳,男,2022,计算机科学与技术2203班,计算机科学与技术,信息工程学院
20210207,123456,郑婷,女,2022,计算机科学与技术2203班,计算机科学与技术,信息工程学院
20210208,123456,高梅,男,2022,计算机科学与技术2203班,计算机科学与技术,信息工程学院
20210209,123456,李婷7,女,2022,计算机科学与技术2203班,计算机科学与技术,信息工程学院
20210210,123456,徐婷,男,2022,计算机科学与技术2203班,计算机科学与技术,信息工程学院
20210211,123456,何军,男,2022,计算机科学与技术2204班,计算机科学与技术,信息工程学院
20210212,123456,吴雪6,女,2022,计算机科学与技术2204班,计算机科学与技术,信息工程学院
20210213,123456,胡芳1,男,2022,计算机科学与技术2204班,计算机科学与技术,信息工程学院
20210214,123456,何超,女,2022,计算机科学与技术2204班,计算机科学与技术,信息工程学院
20210215,123456,陈芳,女,2022,计算机科学与技术2204班,计算机科学与技术,信息工程学院
20210216,123456,胡强4,女,2022,计算机科学与技术2204班,计算机科学与技术,信息工程学院
20210217,123456,黄琳,女,2022,计算机科学与技术2204班,计算机科学与技术,信息工程学院
20210218,123456,林伟,女,2022,计算机科学与技术2204班,计算机科学与技术,信息工程学院
20210219,123456,罗超,女,2022,计算机科学与技术2204班,计算机科学与技术,信息工程学院
20210220,123456,吴丽0,女,2022,计算机科学与技术2204班,计算机科学与技术,信息工程学院
20210221,123456,罗勇1,女,2022,计算机科学与技术2204班,计算机科学与技术,信息工程学院
20210222,123456,胡鹏,女,2022,计算机科学与技术2204班,计算机科学与技术,信息工程学院
20210223,123456,郑娜,女,2022,计算机科学与技术2204班,计算机科学与技术,信息工程学院
20210224,123456,何磊4,女,2022,计算机科学与技术2204班,计算机科学与技术,信息工程学院
20210225,123456,高雪,女,2022,计算机科学与技术2204班,计算机科学与技术,信息工程学院
20210226,123456,黄军2,女,2022,计算机科学与技术2204班,计算机科学与技术,信息工程学院
20210227,123456,郑雪1,女,2022,计算机科学与技术2204班,计算机科学与技术,信息工程学院
20210228,123456,罗静,男,2022,计算机科学与技术2204班,计算机科学与技术,信息工程学院
20210229,123456,杨敏6,女,2022,计算机科学与技术2204班,计算机科学与技术,信息工程学院
20210230,123456,朱燕7,女,2022,计算机科学与技术2204班,计算机科学与技术,信息工程学院
20210231,123456,马静,男,2022,计算机科学与技术2204班,计算机科学与技术,信息工程学院
20210232,123456,林杰,女,2022,计算机科学与技术2204班,计算机科学与技术,信息工程学院
20210233,123456,高超,男,2022,计算机科学与技术2204班,计算机科学与技术,信息工程学院
20210234,123456,何超1,男,2022,计算机科学与技术2204班,计算机科学与技术,信息工程学院
20210235,123456,罗军,女,2022,计算机科学与技术2204班,计算机科学与技术,信息工程学院
20210236,123456,马娜,男,2022,计算机科学与技术2204班,计算机科学与技术,信息工程学院
20210237,123456,孙燕,女,2022,计算机科学与技术2204班,计算机科学与技术,信息工程学院
20210238,123456,陈超,女,2022,计算机科学与技术2204班,计算机科学与技术,信息工程学院
20210239,123456,刘磊,男,2022,计算机科学与技术2204班,计算机科学与技术,信息工程学院
20210240,123456,刘超,男,2022,计算机科学与技术2204班,计算机科学与技术,信息工程学院
20210241,123456,林静,男,2023,计算机科学与技术2301班,计算机科学与技术,信息工程学院
20210242,123456,刘琳8,女,2023,计算机科学与技术2301班,计算机科学与技术,信息工程学院
20210243,123456,陈亮,女,2023,计算机科学与技术2301班,计算机科学与技术,信息工程学院
20210244,123456,马涛,女,2023,计算机科学与技术2301班,计算机科学与技术,信息工程学院
20210245,123456,朱涛,男,2023,计算机科学与技术2301班,计算机科学与技术,信息工程学院
20210246,123456,胡梅9,男,2023,计算机科学与技术2301班,计算机科学与技术,信息工程学院
20210247,123456,黄敏,男,2023,计算机科学与技术2301班,计算机科学与技术,信息工程学院
20210248,123456,罗敏,男,2023,计算机科学与技术2301班,计算机科学与技术,信息工程学院
20210249,123456,陈鹏,男,2023,计算机科学与技术2301班,计算机科学与技术,信息工程学院
20210250,123456,高雪,女,2023,计算机科学与技术2301班,计算机科学与技术,信息工程学院
20210251,123456,郑亮,男,2023,计算机科学与技术2301班,计算机科学与技术,信息工程学院
20210252,123456,杨燕,女,2023,计算机科学与技术2301班,计算机科学与技术,信息工程学院
20210253,123456,胡军,男,2023,计算机科学与技术2301班,计算机科学与技术,信息工程学院
20210254,123456,孙勇,女,2023,计算机科学与技术2301班,计算机科学与技术,信息工程学院
20210255,123456,胡鹏,女,2023,计算机科学与技术2301班,计算机科学与技术,信息工程学院
20210256,123456,杨超,男,2023,计算机科学与技术2301班,计算机科学与技术,信息工程学院
20210257,123456,朱杰,女,2023,计算机科学与技术2301班,计算机科学与技术,信息工程学院
20210258,123456,罗娜3,女,2023,计算机科学与技术2301班,计算机科学与技术,信息工程学院
20210259,123456,罗静,男,2023,计算机科学与技术2301班,计算机科学与技术,信息工程学院
20210260,123456,胡娜,男,2023,计算机科学与技术2301班,计算机科学与技术,信息工程学院
20210261,123456,朱强6,女,2023,计算机科学与技术2301班,计算机科学与技术,信息工程学院
20210262,123456,赵军9,男,2023,计算机科学与技术2301班,计算机科学与技术,信息工程学院
20210263,123456,杨婷3,女,2023,计算机科学与技术2301班,计算机科学与技术,信息工程学院
20210264,123456,马超,男,2023,计算机科学与技术2301班,计算机科学与技术,信息工程学院
20210265,123456,高超,女,2023,计算机科学与技术2301班,计算机科学与技术,信息工程学院
20210266,123456,胡磊,男,2023,计算机科学与技术2301班,计算机科学与技术,信息工程学院
20210267,123456,周杰,男,2023,计算机科学与技术2301班,计算机科学与技术,信息工程学院
20210268,123456,吴超,女,2023,计算机科学与技术2301班,计算机科学与技术,信息工程学院
20210269,123456,吴强,女,2023,计算机科学与技术2301班,计算机科学与技术,信息工程学院
20210270,123456,朱超,男,2023,计算机科学与技术2301班,计算机科学与技术,信息工程学院
20210271,123456,赵芳8,男,2023,计算机科学与技术2302班,计算机科学与技术,信息工程学院
20210272,123456,陈军,男,2023,计算机科学与技术2302班,计算机科学与技术,信息工程学院
20210273,123456,周静1,女,2023,计算机科学与技术2302班,计算机科学与技术,信息工程学院
20210274,123456,李伟,女,2023,计算机科学与技术2302班,计算机科学与技术,信息工程学院
20210275,123456,黄勇,女,2023,计算机科学与技术2302班,计算机科学与技术,信息工程学院
20210276,123456,郑婷,女,2023,计算机科学与技术2302班,计算机科学与技术,信息工程学院
20210277,123456,刘磊7,男,2023,计算机科学与技术2302班,计算机科学与技术,信息工程学院
20210278,123456,罗婷4,男,2023,计算机科学与技术2302班,计算机科学与技术,信息工程学院
20210279,123456,胡雪4,男,2023,计算机科学与技术2302班,计算机科学与技术,信息工程学院
20210280,123456,马亮,女,2023,计算机科学与技术2302班,计算机科学与技术,信息工程学院
20210281,123456,黄娜2,男,2023,计算机科学与技术2302班,计算机科学与技术,信息工程学院
20210282,123456,张伟4,男,2023,计算机科学与技术2302班,计算机科学与技术,信息工程学院
20210283,123456,张军,女,2023,计算机科学与技术2302班,计算机科学与技术,信息工程学院
20210284,123456,朱婷7,女,2023,计算机科学与技术2302班,计算机科学与技术,信息工程学院
20210285,123456,何雪5,男,2023,计算机科学与技术2302班,计算机科学与技术,信息工程学院
20210286,123456,高伟7,女,2023,计算机科学与技术2302班,计算机科学与技术,信息工程学院
20210287,123456,王芳5,男,2023,计算机科学与技术2302班,计算机科学与技术,信息工程学院
20210288,123456,王婷1,男,2023,计算机科学与技术2302班,计算机科学与技术,信息工程学院
20210289,123456,杨勇3,男,2023,计算机科学与技术2302班,计算机科学与技术,信息工程学院
20210290,123456,杨杰3,女,2023,计算机科学与技术2302班,计算机科学与技术,信息工程学院
20210291,123456,张亮,男,2023,计算机科学与技术2302班,计算机科学与技术,信息工程学院
20210292,123456,张超,男,2023,计算机科学与技术2302班,计算机科学与技术,信息工程学院
20210293,123456,高敏,女,2023,计算机科学与技术2302班,计算机科学与技术,信息工程学院
20210294,123456,朱雪4,女,2023,计算机科学与技术2302班,计算机科学与技术,信息工程学院
20210295,123456,吴超4,女,2023,计算机科学与技术2302班,计算机科学与技术,信息工程学院
20210296,123456,林军,女,2023,计算机科学与技术2302班,计算机科学与技术,信息工程学院
20210297,123456,孙梅,男,2023,计算机科学与技术2302班,计算机科学与技术,信息工程学院
20210298,123456,刘敏7,女,2023,计算机科学与技术2302班,计算机科学与技术,信息工程学院
20210299,123456,罗强,男,2023,计算机科学与技术2302班,计算机科学与技术,信息工程学院
20210300,123456,杨强2,女,2023,计算机科学与技术2302班,计算机科学与技术,信息工程学院
20210301,123456,赵梅,女,2023,计算机科学与技术2303班,计算机科学与技术,信息工程学院
20210302,123456,刘勇,女,2023,计算机科学与技术2303班,计算机科学与技术,信息工程学院
20210303,123456,高婷,女,2023,计算机科学与技术2303班,计算机科学与技术,信息工程学院
20210304,123456,赵婷,女,2023,计算机科学与技术2303班,计算机科学与技术,信息工程学院
20210305,123456,罗涛4,男,2023,计算机科学与技术2303班,计算机科学与技术,信息工程学院
20210306,123456,周杰,男,2023,计算机科学与技术2303班,计算机科学与技术,信息工程学院
20210307,123456,何亮,男,2023,计算机科学与技术2303班,计算机科学与技术,信息工程学院
20210308,123456,马燕7,男,2023,计算机科学与技术2303班,计算机科学与技术,信息工程学院
20210309,123456,孙琳5,男,2023,计算机科学与技术2303班,计算机科学与技术,信息工程学院
20210310,123456,赵涛,男,2023,计算机科学与技术2303班,计算机科学与技术,信息工程学院
20210311,123456,张芳,女,2023,计算机科学与技术2303班,计算机科学与技术,信息工程学院
